SMILES,SPLIT
Cc1nc2nn[nH]c2[nH]1,train
Cc1nc2[nH]ncc2o1,train
Cc1nc2oncc2o1,test_scaffolds
Cc1nc2onnc2o1,train
OC1CCOC=NC1,train
Cc1nc2cnoc2o1,train
Cc1nc2nnoc2o1,train
Cc1nc2c[nH]nc2[nH]1,train
Cc1nc2conc2[nH]1,test
Cc1nc2conc2o1,train
Cc1nc2n[nH]cc2[nH]1,train
Cc1nc2n[nH]nc2[nH]1,train
Cc1nc2nocc2[nH]1,test_scaffolds
Cc1nc2nocc2o1,train
Cc1nc2nonc2o1,train
OC1CC=CCOC1,train
Cc1ncc(CO)nn1,test
C#Cc1cnc(C)nn1,train
Cc1ncc(C#N)nn1,train
Cc1ncnn1C(N)=O,train
Cc1ncnn1C1CC1,train
C#CCn1ncnc1C,train
Cc1ncnn1CC#N,train
Cc1ncnn1CCO,train
CC1C=CCCCC1,train
Cc1ccn(C(N)=O)n1,test
Cc1ccn(C2CC2)n1,train
Cc1ncn(C(N)=O)n1,train
Cc1ncn(C2CC2)n1,train
CN=CNC(C)=O,train
CC1CCCOC=N1,train
C#CCn1ccc(C)n1,train
C#CCn1cnc(C)n1,train
C#CCn1ncc(C)n1,train
CC1C=CCOCC1,train
C#CCn1nnc(C)n1,train
Cc1ccn(CC#N)n1,train
Cc1ncn(CC#N)n1,train
Cc1cnn(CC#N)n1,test
Cc1nnn(CC#N)n1,train
Cc1ccn(CCO)n1,train
CC1C=CCCOC1,train
Cc1ncn(CCO)n1,test
Cc1cnn(CCO)n1,train
Cc1nnn(CCO)n1,train
Cc1cnn(C(N)=O)n1,train
Cc1cnn(C2CC2)n1,train
Cc1nnn(C(N)=O)n1,train
Cc1nnn(C2CC2)n1,train
Cc1cc2n(n1)C1CC21,train
Cc1nc2n(n1)C1CC21,test
Cc1cc2n(n1)C=CC2,train
CC1COCOC=N1,train
Cc1nc2n(n1)C=CC2,train
Cc1nn2ccnc2[nH]1,train
Cc1nn2ccnc2o1,train
Cc1nc2[nH]ccn2n1,train
Cc1nc2occn2n1,test_scaffolds
Cc1nn2cnnc2[nH]1,train
Cc1nn2cnnc2o1,train
Cc1nc2[nH]ncn2n1,test_scaffolds
Cc1nc2oncn2n1,train
Cc1cc2n(n1)CC2O,train
CC1C=CCCCO1,train
Cc1nc2n(n1)CC2O,test_scaffolds
Cc1cc2n(n1)CC=C2,train
Cc1nc2n(n1)CC=C2,test_scaffolds
Cc1nn2c(c1C)CC2,train
Cc1nn2c(c1N)CC2,train
Cc1nn2c(c1O)CC2,train
Cc1cc2n(n1)CCC2,test
Cc1nc2n(n1)CCC2,train
Cc1cc2n(n1)CCN2,train
Cc1nc2n(n1)CCN2,test_scaffolds
CC1C=CCOCO1,train
Cc1cc2n(n1)CCO2,train
Cc1nc2n(n1)CCO2,train
Cc1nn2ncnc2[nH]1,train
Cc1nn2ncnc2o1,train
Cc1nc2[nH]cnn2n1,train
Cc1nc2ocnn2n1,train
Cc1nn2nnnc2[nH]1,train
Cc1nn2nnnc2o1,train
Cc1nc2onnn2n1,train
OC1C=CCCCC1,train
Cc1nnc2[nH]ccn12,train
Cc1nnc2[nH]cnn12,train
Cc1nnc2[nH]ncn12,train
Cc1nnc2[nH]nnn12,train
Cc1nnc2occn12,train
Cc1nnc2ocnn12,train
Cc1nnc2oncn12,train
Cc1nnc2onnn12,train
Cc1cc(C(N)=O)[nH]n1,train
Cc1cc(C2CC2)[nH]n1,test
OC1C=CCOCC1,train
Cc1n[nH]c(=N)c(=N)[nH]1,train
Cc1n[nH]c(=N)c(=O)[nH]1,train
Cc1cc(C)c(=N)[nH]n1,train
Cc1n[nH]c(=N)c(C)n1,train
Cc1cc(N)c(=N)[nH]n1,train
Cc1n[nH]c(=N)c(N)n1,train
Cc1cc(O)c(=N)[nH]n1,train
OC1C=CCCOC1,test
Cc1n[nH]c(=N)c(O)n1,train
Cc1n[nH]c(=N)cc1N,train
Cc1n[nH]c(=N)nc1C,train
Cc1n[nH]c(=N)[nH]c1=O,train
Cc1n[nH]c(=N)oc1=O,train
Cc1n[nH]c(C2CC2)n1,train
CC1CCCCCC1,train
Cc1n[nH]c(=O)c(=N)[nH]1,test
Cc1cc(C)c(=O)[nH]n1,train
Cc1n[nH]c(=O)c(C)n1,train
Cc1cc(N)c(=O)[nH]n1,train
Cc1n[nH]c(=O)c(N)n1,train
Cc1n[nH]c(=O)cc1N,train
Cc1n[nH]c(=O)nc1C,train
Cc1n[nH]c(=O)nc1N,train
Cc1n[nH]c(=O)[nH]c1=N,train
CN=CNC(N)=O,train
CC1CCCCCO1,train
Cc1n[nH]c(=O)[nH]c1=O,train
Cc1n[nH]c(=O)oc1=N,test
C#Cc1[nH]nc(C)c1C,train
C#Cc1[nH]nc(C)c1N,train
Cc1n[nH]c(C#N)c1C,train
Cc1n[nH]c(C#N)c1N,train
C#Cc1c(C)n[nH]c1C,train
Cc1n[nH]c(C)c1C#N,train
Cc1n[nH]c(C)c1CO,train
CC1CCCCOC1,train
C#CCc1cc(C)n[nH]1,train
C#CCc1nc(C)n[nH]1,train
Cc1cc(CC#N)[nH]n1,train
Cc1n[nH]c(CC#N)n1,train
Cc1cc(CCO)[nH]n1,train
Cc1n[nH]c(CCO)n1,train
CC1CCCOCC1,train
Cc1n[nH]c(CO)c1C,train
Cc1n[nH]c(CO)c1N,train
Cc1n[nH]c(CO)c1O,train
C#Cc1c(C)n[nH]c1N,train
Cc1n[nH]c(N)c1C#N,train
Cc1n[nH]c(N)c1CO,train
Cc1n[nH]c(N)cc1=N,train
Cc1n[nH]c(N)cc1=O,train
CC1CCCOCO1,train
C#Cc1c(C)n[nH]c1O,train
Cc1n[nH]c(O)c1CO,test
Cc1n[nH]c(O)cc1=N,train
Cc1n[nH]c(O)nc1=N,train
Cc1n[nH]c2c1C=CC2,test_scaffolds
CC1CCOCCO1,train
Cc1n[nH]c2[nH]ccc12,train
Cc1n[nH]c2occc12,test
Cc1n[nH]c2[nH]ncc12,test_scaffolds
Cc1n[nH]c2c1CC=C2,train
Cc1n[nH]c2c1CCC2,train
Cc1n[nH]c2c1CCN2,train
Cc1n[nH]c2c1CCO2,train
Cc1n[nH]c2c1COC2,test
Cc1n[nH]c2[nH]cnc12,test_scaffolds
Cc1n[nH]c2[nH]nnc12,test_scaffolds
CC1CCOCOC1,train
Cc1n[nH]c2cc[nH]c12,train
Cc1n[nH]c2nc[nH]c12,train
Cc1n[nH]c2c1NCC2,train
Cc1n[nH]c2cn[nH]c12,train
Cc1n[nH]c2ccoc12,train
Cc1n[nH]c2ncoc12,train
Cc1n[nH]c2c1OCC2,train
Cc1n[nH]c2c1OCO2,train
Cc1n[nH]c2cnoc12,train
Cc1n[nH]c2nnoc12,train
CC1COCCCO1,train
Cc1n[nH]c2nccn12,train
Cc1n[nH]c2ncnn12,test_scaffolds
Cc1n[nH]c2nncn12,test
Cc1n[nH]c2nnnn12,train
Cc1n[nH]cc(N)c1=N,train
Cc1n[nH]cc(N)c1=O,train
Cc1n[nH]cc(O)c1=N,train
Cc1n[nH]cc1C(N)=O,train
Cc1n[nH]cc1C1CC1,test_scaffolds
CC1COCCOC1,train
C#CCc1c[nH]nc1C,train
Cc1n[nH]cc1CC#N,train
Cc1n[nH]cc1CCO,train
CC1OCCCCO1,train
Cc1n[nH]nc(C)c1=N,train
Cc1n[nH]nc(N)c1=N,train
Cc1n[nH]nc1C(N)=O,train
Cc1n[nH]nc1C1CC1,train
C#CCc1n[nH]nc1C,train
Cc1n[nH]nc1CCO,test
OC1CCCCCC1,train
Cc1n[nH]nc1N=CN,train
Cc1cc(C(N)=O)on1,train
Cc1cc(C2CC2)on1,train
CN=COC(C)=O,train
OC1CCCCOC1,test
Cc1cc(N=CN)on1,train
Cc1noc(=N)c(=N)[nH]1,train
Cc1noc(=N)c(=N)o1,train
Cc1noc(=N)c(=O)[nH]1,train
Cc1noc(=N)c(=O)o1,train
Cc1cc(C)c(=N)on1,train
Cc1noc(=N)c(C)n1,train
Cc1cc(N)c(=N)on1,train
OC1CCCOCC1,train
Cc1noc(=N)c(N)n1,train
Cc1cc(O)c(=N)on1,train
Cc1noc(=N)c(O)n1,train
Cc1noc(=N)cc1N,train
Cc1noc(=N)nc1C,train
Cc1noc(=N)nc1N,train
Cc1noc(=N)[nH]c1=N,train
Cc1noc(=N)[nH]c1=O,train
Cc1noc(=N)oc1=O,train
OC1CCOCOC1,train
Cc1noc(C(N)=O)n1,train
Cc1noc(C2CC2)n1,train
Cc1noc(=O)c(=N)[nH]1,train
Cc1noc(=O)c(=N)o1,train
Cc1noc(=O)c(=O)[nH]1,train
Cc1noc(=O)c(=O)o1,train
OC1COCCOC1,train
Cc1cc(C)c(=O)on1,train
Cc1noc(=O)c(C)n1,train
Cc1cc(N)c(=O)on1,train
Cc1noc(=O)c(N)n1,train
Cc1cc(O)c(=O)on1,train
Cc1noc(=O)c(O)n1,train
Cc1noc(=O)cc1N,train
Cc1noc(=O)nc1C,train
Cc1noc(=O)nc1N,train
CC1=C(C)C(=N)OC1,test
Cc1noc(=O)[nH]c1=N,train
Cc1noc(=O)oc1=N,train
C#Cc1onc(C)c1C,train
C#Cc1onc(C)c1N,train
Cc1noc(C#N)c1C,train
Cc1noc(C#N)c1N,train
C#Cc1c(C)noc1C,train
Cc1noc(C)c1C#N,test
Cc1noc(C)c1CO,train
CC1=C(C)C(=O)CC1,train
C#CCc1cc(C)no1,train
C#CCc1nc(C)no1,train
Cc1cc(CC#N)on1,train
Cc1noc(CC#N)n1,train
Cc1cc(CCO)on1,train
Cc1noc(CCO)n1,train
CC1=C(C)C(=O)NC1,train
Cc1noc(CO)c1C,train
Cc1noc(CO)c1N,train
C#Cc1c(C)noc1N,train
Cc1noc(N)c1C#N,test
Cc1noc(N)c1CO,train
Cc1noc(N)cc1=N,train
Cc1noc(N)cc1=O,train
Cc1noc(N)nc1=N,train
Cc1noc(N)nc1=O,train
CC1=C(C)C(=O)OC1,train
Cc1noc(N=CN)n1,train
Cc1noc(O)cc1=N,train
Cc1noc(O)nc1=N,train
Cc1noc(O)nc1=O,train
CC1=C(N)CCC1=O,train
Cc1noc2c1C=CC2,train
Cc1noc2[nH]ccc12,train
Cc1noc2occc12,train
Cc1noc2oncc12,train
Cc1noc2c1CC=C2,train
Cc1noc2c1CCC2,test
Cc1noc2c1CCN2,train
CC1=C(N)CNC1=O,train
Cc1noc2c1CCO2,test
Cc1noc2c1COC2,test
Cc1noc2ocnc12,train
Cc1noc2onnc12,train
Cc1noc2cc[nH]c12,train
Cc1noc2nc[nH]c12,test_scaffolds
Cc1noc2c1NCC2,test
Cc1noc2cn[nH]c12,train
Cc1noc2ccoc12,train
Cc1noc2ncoc12,test_scaffolds
CN=COC(N)=O,train
CC1=C(N)COC1=N,train
Cc1noc2c1OCC2,train
Cc1noc2c1OCO2,train
Cc1noc2cnoc12,train
Cc1noc2nnoc12,train
Cc1noc2nccn12,test_scaffolds
Cc1noc2ncnn12,test
Cc1noc2nncn12,train
Cc1noc2nnnn12,train
Cc1nocc(N)c1=N,test
Cc1nocc(N)c1=O,train
CC1=C(N)COC1=O,train
Cc1nocc1C(N)=O,train
Cc1nocc1C1CC1,train
C#CCc1conc1C,train
Cc1nocc1CC#N,train
Cc1nocc1CCO,train
Cc1nonc(C)c1=N,train
Cc1nonc(C)c1=O,train
Cc1nonc(N)c1=N,train
Cc1nonc(N)c1=O,train
Cc1nonc1C(N)=O,train
CC1=CNC(=N)C1=O,train
Cc1nonc1C1CC1,train
C#CCc1nonc1C,train
Cc1nonc1CC#N,train
Cc1nonc1CCO,train
Cc1nonc1N=CN,train
CC1c2ccnn2C1C,train
CC1c2cnnn2C1C,train
CC1c2ncnn2C1C,test_scaffolds
CC1C(O)c2ccnn21,train
CC1C(O)c2cnnn21,train
CC1C(O)c2ncnn21,test_scaffolds
CC1C2c3ccnn3C12,train
CC1C2c3cnnn3C12,train
CC1C2c3ncnn3C12,train
CC1C=Cc2[nH]ncc21,train
CC1C=Cc2oncc21,train
CC1C=Cc2cn[nH]c21,test_scaffolds
CC1C=Cc2cnoc21,train
CC1C=Cc2ccnn21,train
CC1C=Cc2cnnn21,train
CC1C=Cc2c[nH]nc21,train
CC1C=Cc2conc21,train
CC1C(=O)C=CC1=O,train
CC1C=Cc2ncnn21,test_scaffolds
CC1C=Cc2n[nH]cc21,train
CC1C=Cc2nocc21,train
CC1C=Cn2nccc21,train
CC1C=Cn2ncnc21,train
CC1C=Cn2nncc21,train
CC1CC1c1ccn[nH]1,train
CC1CC1c1ccno1,train
CC1CC1c1cnn[nH]1,train
CC1CC1c1cnno1,train
CN1C(=N)C=CC1=O,train
CC1CC1c1cn[nH]c1,test_scaffolds
CC1CC1c1c[nH]nn1,train
CC1CC1c1cnoc1,train
CC1CC1c1conn1,train
CC1CC1c1ncn[nH]1,train
CC1CC1c1ncno1,train
CC1CC1c1cc[nH]n1,test_scaffolds
CC1CC1c1nc[nH]n1,test
CC1CC1c1cn[nH]n1,test
CC1CC1c1nn[nH]n1,train
CN1C(=O)C=CC1=O,train
CC1CC1c1ccon1,train
CC1CC1c1ncon1,train
CC1CC1c1cnon1,train
CC1CC1c1nnon1,train
CC1CC1n1cccn1,train
CC1CC1n1ccnn1,train
CC1CC1n1cncn1,train
CC1CC1n1cnnc1,test_scaffolds
CC1CC1n1cnnn1,train
CC1CC1n1nccn1,train
O=C1C=CC(=O)C1O,train
CC1CC1n1ncnn1,train
CC1CC1n1nnnn1,train
Cc1cnn2c1CC2C,train
Cc1nnn2c1CC2C,train
CC1Cc2cn[nH]c2C1,train
CC1Cc2cnoc2C1,train
CC1Cc2nn[nH]c2C1,test_scaffolds
CC1Cc2nnoc2C1,test_scaffolds
CC1Cc2c(N)cnn21,train
CC1Cc2c(N)nnn21,train
CC1=CCC(=O)C1O,train
CC1Cc2[nH]ncc2N1,train
CC1Cc2oncc2N1,train
CC1Cc2[nH]nnc2N1,train
CC1Cc2onnc2N1,train
CC1Cc2cnoc2N1,train
CC1Cc2nnoc2N1,test
CC1Cc2cn[nH]c2N1,train
CC1Cc2cn[nH]c2O1,train
CC1Cc2nn[nH]c2N1,train
CC1Cc2nn[nH]c2O1,train
CC1=CNC(=O)C1O,test
CC1Cc2c(O)cnn21,train
CC1Cc2c(O)nnn21,train
CC1Cc2[nH]ncc2O1,test
CC1Cc2oncc2O1,train
CC1Cc2[nH]nnc2O1,train
CC1Cc2onnc2O1,train
CC1Cc2cnoc2O1,train
CC1Cc2nnoc2O1,train
Cc1cc2n(n1)C(C)C2,train
CC1Cc2cc(N)nn21,train
CC1=CCC(=O)C1C,train
CC1Cc2cc(O)nn21,test
CC1Cc2c[nH]nc2C1,train
CC1Cc2c[nH]nc2N1,train
CC1Cc2c[nH]nc2O1,train
CC1Cc2conc2C1,train
CC1Cc2conc2N1,test_scaffolds
CC1Cc2conc2O1,train
Cc1nc2n(n1)C(C)C2,test_scaffolds
CC1Cc2nc(N)nn21,test_scaffolds
CC1Cc2nc(O)nn21,test_scaffolds
CC1=CNC(=O)C1C,train
CC1Cc2n[nH]c(=O)n21,test_scaffolds
CC1Cc2n[nH]cc2N1,train
CC1Cc2n[nH]cc2O1,train
CC1Cc2n[nH]nc2C1,train
CC1Cc2n[nH]nc2N1,train
CC1Cc2n[nH]nc2O1,train
CC1Cc2noc(=N)n21,train
CC1Cc2noc(=O)n21,train
CC1Cc2nocc2N1,train
CC1Cc2nocc2O1,train
CC1=NCC(=N)N1C,train
CC1Cc2nonc2C1,train
CC1Cc2nonc2N1,train
CC1Cc2nonc2O1,train
CC1CCc2[nH]ncc21,train
CC1CCc2oncc21,train
CC1CCc2[nH]nnc21,test_scaffolds
CC1CCc2onnc21,test_scaffolds
CC1CCc2cn[nH]c21,train
CC1CCc2nn[nH]c21,test_scaffolds
CC1CCc2cnoc21,train
CC1=CCC(=O)N1C,train
CC1CCc2nnoc21,test_scaffolds
CC1CCc2ccnn21,train
CC1CCc2cnnn21,train
CC1CCc2c[nH]nc21,train
CC1CCc2conc21,train
CC1CCc2ncnn21,train
CC1CCc2n[nH]cc21,train
CC1CCc2n[nH]nc21,train
CC1CCc2nocc21,train
CC1CCc2nonc21,train
CC1=NCC(=O)N1C,train
CC1CCn2nccc21,test
CC1CCn2ncnc21,train
CC1CCn2nncc21,train
CN1C(=O)CN=C1N,train
NC1=NCC(=O)C1O,train
CC1Cn2c1n[nH]c2=O,test_scaffolds
CC1Cn2c1noc2=N,train
CC1Cn2c1noc2=O,train
Cc1cc2n(n1)CC2C,train
Cc1nc2n(n1)CC2C,test_scaffolds
CC1Cn2nc(N)cc21,train
CC1Cn2nc(N)nc21,test_scaffolds
CC1Cn2nc(O)cc21,test
CC1Cn2nc(O)nc21,test_scaffolds
CC1C(=N)OCC1=O,train
Cc1cnn2c1C(C)C2,train
CC1Cn2ncc(N)c21,train
CC1Cn2ncc(O)c21,train
CC1Cc2ccnn2C1,train
CC1Cn2nccc2N1,train
CC1Cn2nccc2O1,train
CC1Cc2ncnn2C1,train
CC1Cn2ncnc2N1,test_scaffolds
CC1Cn2ncnc2O1,train
Cc1nnn2c1C(C)C2,train
C#CCCO,train
CN=COC(C)C,train
CC1C(=O)CCC1=O,train
CC1Cn2nnc(N)c21,train
CC1Cn2nnc(O)c21,train
CC1Cc2cnnn2C1,train
CC1Cn2nncc2N1,train
CC1Cn2nncc2O1,train
CC1CNc2[nH]ncc21,train
CC1CNc2oncc21,train
CC1CNc2[nH]nnc21,train
CC1CNc2onnc21,train
CC1CNc2cn[nH]c21,train
CC1C(=O)CNC1=O,train
CC1CNc2nn[nH]c21,test
CC1CNc2cnoc21,train
CC1CNc2nnoc21,train
CC1CNc2ccnn21,train
CC1CNc2cnnn21,train
CC1CNc2c[nH]nc21,train
CC1CNc2conc21,train
CC1CNc2ncnn21,test_scaffolds
CC1CNc2n[nH]cc21,train
CC1CNc2n[nH]nc21,train
CC1C(=O)COC1=O,train
CC1CNc2nocc21,test_scaffolds
CC1CNc2nonc21,train
CC1COc2[nH]ncc21,train
CC1COc2oncc21,train
CC1COc2[nH]nnc21,train
CC1COc2onnc21,train
CC1COc2cn[nH]c21,train
CC1COc2nn[nH]c21,train
CC1COc2cnoc21,train
CC1COc2nnoc21,train
CN1C(=N)CCC1=O,train
CC1COc2ccnn21,train
CC1COc2cnnn21,test
CC1COc2c[nH]nc21,test
CC1COc2conc21,test
CC1COc2ncnn21,train
CC1COc2n[nH]cc21,test
CC1COc2n[nH]nc21,train
CC1COc2nocc21,train
CC1COc2nonc21,train
CN1C(=N)CNC1=O,train
CN1C(=N)COC1=N,train
CC1NCc2[nH]nnc21,train
CC1NCc2onnc21,test
CC1NCc2nn[nH]c21,train
CC1NCc2nnoc21,test
CN1C(=N)COC1=O,train
CC1NCc2conc21,train
CC1NCc2n[nH]nc21,train
CC1NCc2nocc21,test
CC1NCc2nonc21,train
CN1C(=N)NCC1=O,train
CC1Oc2cn[nH]c2O1,train
CN1C(=N)OCC1=O,train
CC1Oc2cnoc2O1,train
CC1Oc2nnoc2O1,train
CC1Oc2c[nH]nc2O1,train
CC1Oc2conc2O1,train
CC1Oc2n[nH]nc2O1,train
CC1Oc2nonc2O1,train
CC1OCc2[nH]ncc21,train
CC1OCc2oncc21,train
CC1OCc2[nH]nnc21,train
CC1OCc2onnc21,train
CN1C(=O)CCC1=O,train
CC1OCc2cn[nH]c21,train
CC1OCc2nn[nH]c21,train
CC1OCc2cnoc21,train
CC1OCc2nnoc21,train
CC1OCc2c[nH]nc21,train
CC1OCc2conc21,test
CC1OCc2n[nH]cc21,train
CC1OCc2n[nH]nc21,train
CC1OCc2nocc21,train
CC1OCc2nonc21,train
CC(=O)C#CCO,train
CN1C(=O)CNC1=O,train
CCC#Cc1ccn[nH]1,train
CCC#Cc1ccno1,train
CCC#Cc1cnn[nH]1,test
CCC#Cc1cnno1,train
CCC#Cc1cn[nH]c1,train
CCC#Cc1c[nH]nn1,train
CCC#Cc1cnoc1,train
CCC#Cc1conn1,train
CCC#Cc1ncno1,train
CCC#Cc1cc[nH]n1,train
CN1C(=O)COC1=O,train
CCC#Cc1nc[nH]n1,train
CCC#Cc1cn[nH]n1,train
CCC#Cc1nn[nH]n1,train
CCC#Cc1ccon1,train
CCC#Cc1ncon1,train
CCC#Cc1cnon1,train
CCC#Cc1nnon1,train
CCC(=O)c1ccn[nH]1,train
CCC(=O)c1ccno1,train
CCC(=O)c1cnno1,train
N=C1NCC(=O)C1O,train
CCC(=O)c1cn[nH]c1,train
CCC(=O)c1c[nH]nn1,train
CCC(=O)c1cnoc1,train
CCC(=O)c1conn1,train
CCC(=O)c1ncno1,train
CCC(=O)c1cc[nH]n1,train
CCC(=O)c1cn[nH]n1,train
CCC(=O)c1ccon1,train
CCC(=O)c1ncon1,train
CCC(=O)c1cnon1,train
N=C1OCC(=O)C1O,test
CCC(=O)c1nnon1,train
CCC(=O)n1cccn1,train
CCC(=O)n1ccnn1,train
CCC(=O)n1cncn1,train
CCC(=O)n1cnnc1,train
CCC(=O)n1cnnn1,train
CCC(=O)n1nccn1,train
CCC(=O)n1ncnn1,train
CCC(=O)n1nnnn1,train
CCC(C)c1ccn[nH]1,train
O=C1CCC(=O)C1O,train
CCC(C)c1ccno1,train
CCC(C)c1cnn[nH]1,test
CCC(C)c1cnno1,train
CCC(C)c1cn[nH]c1,train
CCC(C)c1c[nH]nn1,train
CCC(C)c1cnoc1,train
CCC(C)c1conn1,train
CCC(C)c1ncn[nH]1,train
CCC(C)c1ncno1,train
CCC(C)c1cc[nH]n1,train
O=C1CNC(=O)C1O,train
CCC(C)c1nc[nH]n1,train
CCC(C)c1cn[nH]n1,train
CCC(C)c1nn[nH]n1,train
CCC(C)c1ccon1,train
CCC(C)c1ncon1,train
CCC(C)c1cnon1,train
CCC(C)c1nnon1,train
CCC(C)n1cccn1,train
CCC(C)n1ccnn1,test
CCC(C)n1cncn1,train
O=C1COC(=O)C1O,train
CCC(C)n1cnnc1,train
CCC(C)n1cnnn1,train
CCC(C)n1nccn1,test
CCC(C)n1ncnn1,train
CCC(C)n1nnnn1,train
CCC(O)c1ccn[nH]1,test
CCC(O)c1ccno1,train
CCC(O)c1cnn[nH]1,train
CCC(O)c1cnno1,train
CCC(O)c1cn[nH]c1,train
CCC(O)c1c[nH]nn1,train
CCC(O)c1cnoc1,train
CCC(O)c1conn1,train
CCC(O)c1ncno1,train
CCC(O)c1cc[nH]n1,train
CCC(O)c1nc[nH]n1,train
CCC(O)c1cn[nH]n1,train
CN1C=CC(=O)C1=N,test
CCC(O)c1ccon1,train
CCC(O)c1ncon1,train
CCC(O)c1cnon1,train
CCC(O)c1nnon1,train
CCc1[nH]nc(C)c1C,train
CCc1onc(C)c1C,train
CCc1[nH]nc(N)c1C,train
CCc1onc(N)c1C,train
CCc1[nH]nc(O)c1C,train
CCc1onc(O)c1C,train
CCc1c(C)cnn1C,train
CCc1cnn(C)c1C,train
CCc1nnn(C)c1C,train
CCc1c(C)nnn1C,train
CCc1c(C)n[nH]c1C,train
CCc1c(N)n[nH]c1C,train
CCc1c(O)n[nH]c1C,test
CCc1c(C)noc1C,train
CCc1c(N)noc1C,train
CCc1c(O)noc1C,train
CCC#CC(C)=O,test
C#Cc1cn[nH]c1CC,train
CCc1[nH]ncc1C#N,train
C#Cc1cnoc1CC,train
CCc1oncc1C#N,train
CCc1cn[nH]c1CC,train
CCc1cnoc1CC,train
CC1C(=O)C=CC1O,test
CCc1nn[nH]c1CC,test
CCc1nnoc1CC,train
CCc1[nH]ncc1CO,train
CCc1oncc1CO,train
CCc1[nH]nnc1CO,train
CCc1onnc1CO,train
CCc1cn[nH]c1CO,train
CCc1nn[nH]c1CO,train
CCc1cnoc1CO,train
CCc1nnoc1CO,train
CC1C=CC(=O)C1C,train
CCc1[nH]nc(C)c1N,train
CCc1onc(C)c1N,train
CCc1[nH]nc(N)c1N,train
CCc1onc(N)c1N,train
CCc1[nH]nc(O)c1N,train
CCc1onc(O)c1N,train
CCc1c(N)cnn1C,train
CCc1cnn(C)c1N,train
CCc1nnn(C)c1N,train
CCc1c(N)nnn1C,train
CC1C=CC(=O)C1O,test
CCc1c(C)n[nH]c1N,test
CCc1c(N)n[nH]c1N,train
CCc1c(O)n[nH]c1N,train
CCc1c(C)noc1N,train
CCc1c(N)noc1N,train
CCc1c(O)noc1N,train
C#Cc1nn[nH]c1CC,train
CCc1[nH]nnc1C#N,train
C#Cc1nnoc1CC,train
CCc1onnc1C#N,train
CC1C=CC(=O)N1C,train
CCc1[nH]ncc1NC,train
CCc1oncc1NC,train
CCc1[nH]nnc1NC,test
CCc1onnc1NC,train
CCc1cn[nH]c1NC,train
CCc1nn[nH]c1NC,train
CCc1cnoc1NC,train
CCc1nnoc1NC,train
C#Cc1[nH]ncc1CC,test
CCc1cn[nH]c1C#N,train
O=C1C=CC(O)C1O,train
CCc1cn[nH]c1OC,train
C#Cc1[nH]nnc1CC,train
CCc1nn[nH]c1C#N,test
CCc1nn[nH]c1OC,train
CCc1[nH]nc(C)c1O,train
CCc1[nH]nc(O)c1O,train
CCc1c(O)cnn1C,train
CCc1cnn(C)c1O,train
CC1C=CC(C)C1=O,train
CCc1nnn(C)c1O,train
CCc1c(O)nnn1C,train
CCc1c(C)n[nH]c1O,test
CCc1c(N)n[nH]c1O,train
CCc1c(O)n[nH]c1O,train
CCc1[nH]ncc1OC,test
CCc1oncc1OC,train
CCc1[nH]nnc1OC,train
CCc1onnc1OC,train
CCc1cnoc1OC,train
CC1C=CC(O)C1=O,train
CCc1nnoc1OC,train
C#Cc1oncc1CC,train
CCc1cnoc1C#N,train
C#Cc1onnc1CC,train
CCc1nnoc1C#N,train
CCc1cnn2c1CC2,train
CCc1nnn2c1CC2,train
CCc1cc(=N)cno1,train
CC1C=CN(C)C1=O,train
CCc1cc(=N)nn[nH]1,test
CCc1cc(=N)nno1,train
CCc1cn[nH]c(=N)c1,train
CCc1cc(=N)[nH]nn1,train
CCc1cnoc(=N)c1,train
CCc1cc(=N)onn1,train
C#Cc1cc(CC)[nH]n1,train
CCc1cc(C#N)n[nH]1,train
C#Cc1cc(CC)on1,train
CCc1cc(C#N)no1,train
CC1N=CN(C)C1=N,train
CCc1cc(=O)cn[nH]1,train
CCc1cc(=O)cno1,train
CCc1cc(=O)nno1,train
CCc1cn[nH]c(=O)c1,train
CCc1cc(=O)[nH]nn1,train
CCc1cnoc(=O)c1,train
CCc1cc(=O)onn1,test
CCc1cc(C)nn1C,train
CCC#CC(N)=O,train
CC1N=CN(C)C1=O,train
CCc1cc(CC)[nH]n1,train
CCc1cc(CC)on1,train
CCc1cc(CO)n[nH]1,train
CCc1cc(CO)no1,train
CCc1cc(N)nn1C,train
CCc1cc(NC)n[nH]1,train
CCc1cc(NC)no1,train
CCc1cc(O)nn1C,train
CCc1cc(OC)n[nH]1,train
CCc1cc(OC)no1,train
CN1C=CC(O)C1=O,train
CCc1ccn[nH]c1=N,test
CCc1ccn[nH]c1=O,train
CCc1ccnoc1=N,train
CCc1ccnoc1=O,train
CCc1cn(C)nc1C,train
CCc1cn(C)nc1N,train
CCc1cn(C)nc1O,train
O=C1C(O)C=CC1O,train
CCc1cnc(C)nn1,test
CCc1cnc(N)nn1,train
CCc1cnc(O)nn1,train
CCc1cnn[nH]c1=N,train
CCc1cnn[nH]c1=O,train
CCc1cnnoc1=N,train
CCc1cnnoc1=O,train
C#Cc1n[nH]cc1CC,train
CCc1c[nH]nc1C#N,test
CC1C(O)C=CC1O,test
CCc1c[nH]nc1CC,train
CCc1c[nH]nc1CO,train
CCc1c[nH]nc1NC,train
CCc1c[nH]nc1OC,train
CCc1c[nH]ncc1=O,train
